2022-10-18	Boston	262.71893244370307	243.95329441201
2022-10-18	Philadelphia	326.6826138958356	326.6826138958356
2022-10-18	Golden State	256.463719766472	227.27272727272725
2022-10-18	LA Lakers	326.6826138958356	326.6826138958356
2022-10-19	Atlanta	387.4172185430463	354.3046357615894
2022-10-19	Houston	326.6826138958355	326.6826138958356
2022-10-19	Brooklyn	357.61589403973505	430.4635761589404
2022-10-19	New Orleans	326.6826138958355	326.6826138958356
2022-10-19	Detroit	374.17218543046357	360.92715231788077
2022-10-19	Orlando	326.6826138958355	326.6826138958355
2022-10-19	Indiana	354.3046357615894	377.4834437086093
2022-10-19	Washington	326.6826138958355	326.6826138958355
2022-10-19	Memphis	380.79470198675494	370.86092715231786
2022-10-19	New York	326.6826138958355	326.6826138958355
2022-10-19	Miami	357.6158940397351	384.1059602649007
2022-10-19	Chicago	326.68261389583546	326.6826138958355
2022-10-19	Minnesota	380.79470198675494	357.6158940397352
2022-10-19	Oklahoma City	326.6826138958354	326.6826138958355
2022-10-19	Phoenix	354.3046357615894	347.68211920529814
2022-10-19	Dallas	326.6826138958354	326.6826138958355
2022-10-19	Sacramento	357.6158940397351	380.79470198675506
2022-10-19	Portland	326.6826138958354	326.6826138958355
2022-10-19	San Antonio	337.748344370861	427.15231788079484
2022-10-19	Charlotte	326.6826138958354	326.68261389583546
2022-10-19	Toronto	357.6158940397352	347.68211920529814
2022-10-19	Cleveland	326.6826138958354	326.6826138958354
2022-10-19	Utah	407.2847682119207	337.74834437086105
2022-10-19	Denver	326.6826138958354	326.6826138958354
2022-10-20	LA Lakers	291.81708784596884	309.86762936221436
2022-10-20	LA Clippers	326.6826138958354	326.6826138958354
2022-10-20	Philadelphia	264.74127557160057	270.7581227436824
2022-10-20	Milwaukee	326.6826138958354	326.6826138958354
2022-10-21	Atlanta	373.96121883656525	339.33518005540185
2022-10-21	Orlando	326.6826138958354	326.6826138958354
2022-10-21	Brooklyn	377.4238227146816	363.57340720221623
2022-10-21	Toronto	326.6826138958354	326.6826138958354
2022-10-21	Charlotte	387.81163434903067	429.36288088642675
2022-10-21	New Orleans	326.6826138958354	326.6826138958354
2022-10-21	Golden State	425.90027700831047	443.21329639889217
2022-10-21	Denver	326.6826138958354	326.6826138958354
2022-10-21	Houston	422.4376731301941	446.67590027700857
2022-10-21	Memphis	326.68261389583535	326.6826138958354
2022-10-21	Indiana	463.98891966759027	474.3767313019394
2022-10-21	San Antonio	326.68261389583535	326.6826138958354
2022-10-21	Miami	360.1108033240999	384.3490304709144
2022-10-21	Boston	326.68261389583535	326.6826138958354
2022-10-21	Minnesota	436.2880886426595	457.0637119113577
2022-10-21	Utah	326.68261389583535	326.6826138958354
2022-10-21	New York	450.13850415512496	367.0360110803326
2022-10-21	Detroit	326.68261389583535	326.68261389583535
2022-10-21	Portland	391.2742382271471	384.3490304709144
2022-10-21	Phoenix	326.68261389583535	326.68261389583535
2022-10-21	Washington	353.18559556786727	346.2603878116346
2022-10-21	Chicago	326.68261389583535	326.68261389583535
2022-10-22	Chicago	155.2393272962485	206.9857697283313
2022-10-22	Cleveland	326.68261389583535	326.68261389583535
2022-10-22	Dallas	221.53945666235458	155.2393272962485
2022-10-22	Memphis	326.68261389583535	326.68261389583535
2022-10-22	Denver	197.28331177231578	189.19793014230285
2022-10-22	Oklahoma City	326.68261389583535	326.68261389583535
2022-10-22	Indiana	200.51746442432096	185.96377749029764
2022-10-22	Detroit	326.68261389583535	326.68261389583535
2022-10-22	Miami	181.11254851228986	176.26131953428214
2022-10-22	Toronto	326.68261389583535	326.68261389583535
2022-10-22	Milwaukee	202.13454075032354	169.79301423027178
2022-10-22	Houston	326.68261389583535	326.68261389583535
2022-10-22	Orlando	194.0491591203106	203.7516170763261
2022-10-22	Boston	326.68261389583535	326.68261389583535
2022-10-22	Philadelphia	169.79301423027178	184.34670116429507
2022-10-22	San Antonio	326.68261389583535	326.68261389583535
2022-10-22	Sacramento	176.26131953428214	179.4954721862873
2022-10-22	LA Clippers	326.68261389583535	326.68261389583535
2022-10-23	Atlanta	713.3507853403146	824.6073298429324
2022-10-23	Charlotte	326.68261389583535	326.68261389583535
2022-10-23	Cleveland	765.7068062827228	700.2617801047124
2022-10-23	Washington	326.68261389583535	326.6826138958354
2022-10-23	Golden State	850.7853403141364	818.0628272251314
2022-10-23	Sacramento	326.68261389583535	326.6826138958354
2022-10-23	LA Clippers	621.7277486910997	732.9842931937177
2022-10-23	Phoenix	326.68261389583535	326.6826138958354
2022-10-23	LA Lakers	680.6282722513091	693.7172774869114
2022-10-23	Portland	326.68261389583535	326.6826138958354
2022-10-23	New Orleans	791.8848167539271	798.4293193717281
2022-10-23	Utah	326.6826138958354	326.6826138958354
2022-10-23	Oklahoma City	693.7172774869113	759.1623036649218
2022-10-23	Minnesota	326.6826138958354	326.6826138958354
2022-10-24	Chicago	275.22935779816527	233.94495412844051
2022-10-24	Boston	326.6826138958354	326.6826138958354
2022-10-24	Houston	261.467889908257	247.70642201834877
2022-10-24	Utah	326.6826138958354	326.6826138958354
2022-10-24	Memphis	307.3394495412846	284.4036697247708
2022-10-24	Brooklyn	326.6826138958354	326.6826138958354
2022-10-24	Miami	206.42201834862396	224.770642201835
2022-10-24	Toronto	326.6826138958354	326.6826138958354
2022-10-24	Minnesota	243.119266055046	263.7614678899084
2022-10-24	San Antonio	326.6826138958354	326.6826138958354
2022-10-24	New York	263.7614678899084	233.94495412844051
2022-10-24	Orlando	326.6826138958354	326.6826138958354
2022-10-24	Philadelphia	275.22935779816527	243.119266055046
2022-10-24	Indiana	326.6826138958354	326.6826138958354
2022-10-24	Portland	309.63302752293595	252.2935779816515
2022-10-24	Denver	326.6826138958354	326.6826138958354
2022-10-25	New Orleans	265.75729068673587	261.0536218250237
2022-10-25	Dallas	326.68261389583535	326.68261389583535
2022-10-25	Oklahoma City	253.9981185324555	221.07243650047053
2022-10-25	LA Clippers	326.68261389583535	326.68261389583535
2022-10-25	Phoenix	315.14581373471333	246.9426152398873
2022-10-25	Golden State	326.68261389583535	326.68261389583535
2022-10-25	Washington	282.22013170272834	232.83160865475088
2022-10-25	Detroit	326.68261389583535	326.6826138958354
2022-10-26	Chicago	613.8613861386141	539.6039603960398
2022-10-26	Indiana	326.68261389583535	326.6826138958354
2022-10-26	Cleveland	509.9009900990101	455.4455445544557
2022-10-26	Orlando	326.68261389583535	326.6826138958354
2022-10-26	Denver	544.5544554455447	490.0990099009903
2022-10-26	LA Lakers	326.68261389583535	326.6826138958354
2022-10-26	Detroit	559.4059405940595	584.1584158415844
2022-10-26	Atlanta	326.6826138958354	326.6826138958354
2022-10-26	Milwaukee	544.5544554455447	490.0990099009902
2022-10-26	Brooklyn	326.6826138958354	326.6826138958354
2022-10-26	Minnesota	663.3663366336635	603.9603960396041
2022-10-26	San Antonio	326.68261389583546	326.6826138958354
2022-10-26	New York	663.3663366336635	648.5148514851486
2022-10-26	Charlotte	326.68261389583546	326.6826138958354
2022-10-26	Portland	485.1485148514853	589.1089108910892
